signal_id,Signal,Theme,Theme_Description,Type,Primary_Data_Source,Calculation_Logic,Risk_Threshold,NBA_on_Trigger,Rationale,Metric_Field,Direction,P10,P25,P50,P75,P90,Alert_Threshold_Expr,Critical_Threshold_Expr
S183,Internal Comms Open Rate,Culture,New Agile & Learning Corporate Culture,Leading,Usage Analytics,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S184,Enablement NPS,Culture,New Agile & Learning Corporate Culture,Leading,NPS/Survey,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S185,Community Posts/Month,Culture,New Agile & Learning Corporate Culture,Lagging,Compliance Tool,Training_Hours_Last90d < 6 or Exec_Sponsor = False,stakeholder_engagement_score <= 43.900,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,stakeholder_engagement_score,LOWER_IS_RISK,43.900000000000006,58.0,70.0,85.25,99.1,stakeholder_engagement_score <= 58.000,stakeholder_engagement_score <= 43.900
S186,Shadow IT Requests,Culture,New Agile & Learning Corporate Culture,Leading,Usage Analytics,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S187,Pilot Cohort Active,Culture,New Agile & Learning Corporate Culture,Lagging,CRM,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S188,OKRs Aligned,Culture,New Agile & Learning Corporate Culture,Lagging,Identity/SSO,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S189,Change Readiness Score,Culture,New Agile & Learning Corporate Culture,Lagging,NPS/Survey,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S190,Escalation Heat Index,Culture,New Agile & Learning Corporate Culture,Leading,Billing,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S191,Culture Signal 21,Culture,New Agile & Learning Corporate Culture,Lagging,Learning LMS,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S192,Culture Signal 22,Culture,New Agile & Learning Corporate Culture,Lagging,Product Telemetry,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S193,Culture Signal 23,Culture,New Agile & Learning Corporate Culture,Leading,Security SIEM,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S194,Culture Signal 24,Culture,New Agile & Learning Corporate Culture,Leading,Marketing Automation,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S195,Culture Signal 25,Culture,New Agile & Learning Corporate Culture,Lagging,Support System,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S196,Culture Signal 26,Culture,New Agile & Learning Corporate Culture,Lagging,Identity/SSO,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S197,Culture Signal 27,Culture,New Agile & Learning Corporate Culture,Lagging,Identity/SSO,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S198,Culture Signal 28,Culture,New Agile & Learning Corporate Culture,Leading,Billing,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S199,Culture Signal 29,Culture,New Agile & Learning Corporate Culture,Leading,CDP,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
S200,Culture Signal 30,Culture,New Agile & Learning Corporate Culture,Leading,Identity/SSO,Training_Hours_Last90d < 6 or Exec_Sponsor = False,training_hours_last90d <= 2.190,Enroll champions in enablement; schedule QBR with exec sponsor; launch learning path and office hours.,Correlates with culture impact and time-to-value acceleration.,training_hours_last90d,LOWER_IS_RISK,2.1900000000000004,4.4,7.0,9.125,12.4,training_hours_last90d <= 4.400,training_hours_last90d <= 2.190
